Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Murcia, Región de;Derecho;Tasa de actividad;76,4
Total nacional;Murcia, Región de;Derecho;Tasa de empleo;73,4
Total nacional;Murcia, Región de;Derecho;Tasa de paro;4,0
Total nacional;Murcia, Región de;05 - CIENCIAS;Tasa de actividad;92,7
Total nacional;Murcia, Región de;05 - CIENCIAS;Tasa de empleo;81,3
Total nacional;Murcia, Región de;05 - CIENCIAS;Tasa de paro;12,3
Total nacional;Murcia, Región de;Ciencias de la vida;Tasa de actividad;90,8
Total nacional;Murcia, Región de;Ciencias de la vida;Tasa de empleo;76,1
Total nacional;Murcia, Región de;Ciencias de la vida;Tasa de paro;16,2
Total nacional;Murcia, Región de;Medio ambiente;Tasa de actividad;96,9
Total nacional;Murcia, Región de;Medio ambiente;Tasa de empleo;84,6
Total nacional;Murcia, Región de;Medio ambiente;Tasa de paro;12,6
Total nacional;Murcia, Región de;Ciencias químicas, físicas y geológicas;Tasa de actividad;94,3
Total nacional;Murcia, Región de;Ciencias químicas, físicas y geológicas;Tasa de empleo;91,6
Total nacional;Murcia, Región de;Ciencias químicas, físicas y geológicas;Tasa de paro;2,9
Total nacional;Murcia, Región de;Matemáticas y estadística;Tasa de actividad;88,3
Total nacional;Murcia, Región de;Matemáticas y estadística;Tasa de empleo;79,2
Total nacional;Murcia, Región de;Matemáticas y estadística;Tasa de paro;10,4
Total nacional;Murcia, Región de;06 - INFORMÁTICA;Tasa de actividad;100,0
Total nacional;Murcia, Región de;06 - INFORMÁTICA;Tasa de empleo;97,6
Total nacional;Murcia, Región de;06 - INFORMÁTICA;Tasa de paro;2,4
Total nacional;Murcia, Región de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;96,3
Total nacional;Murcia, Región de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;92,7
Total nacional;Murcia, Región de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;3,7
Total nacional;Murcia, Región de;Ingeniería y profesiones afines;Tasa de actividad;97,7
Total nacional;Murcia, Región de;Ingeniería y profesiones afines;Tasa de empleo;96,3
Total nacional;Murcia, Región de;Ingeniería y profesiones afines;Tasa de paro;1,5
Total nacional;Murcia, Región de;Industria manufacturera y producción;Tasa de actividad;88,8
Total nacional;Murcia, Región de;Industria manufacturera y producción;Tasa de empleo;72,7
Total nacional;Murcia, Región de;Industria manufacturera y producción;Tasa de paro;18,1
Total nacional;Murcia, Región de;Arquitectura y construcción;Tasa de actividad;95,5
Total nacional;Murcia, Región de;Arquitectura y construcción;Tasa de empleo;90,9
Total nacional;Murcia, Región de;Arquitectura y construcción;Tasa de paro;4,7
Total nacional;Murcia, Región de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;96,6
Total nacional;Murcia, Región de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;90,6
Total nacional;Murcia, Región de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;6,2
Total nacional;Murcia, Región de;Agricultura y ganadería;Tasa de actividad;100,0
Total nacional;Murcia, Región de;Agricultura y ganadería;Tasa de empleo;100,0
Total nacional;Murcia, Región de;Agricultura y ganadería;Tasa de paro;0,0
Total nacional;Murcia, Región de;Silvicultura;Tasa de actividad;0,0
Total nacional;Murcia, Región de;Silvicultura;Tasa de empleo;0,0
Total nacional;Murcia, Región de;Silvicultura;Tasa de paro;0,0
Total nacional;Murcia, Región de;Veterinaria;Tasa de actividad;94,1
Total nacional;Murcia, Región de;Veterinaria;Tasa de empleo;83,8
Total nacional;Murcia, Región de;Veterinaria;Tasa de paro;10,9
Total nacional;Murcia, Región de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;97,2
Total nacional;Murcia, Región de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;94,8
Total nacional;Murcia, Región de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;2,5
Total nacional;Murcia, Región de;Medicina;Tasa de actividad;100,0
Total nacional;Murcia, Región de;Medicina;Tasa de empleo;98,2
Total nacional;Murcia, Región de;Medicina;Tasa de paro;1,8
Total nacional;Murcia, Región de;Enfermería;Tasa de actividad;97,6
Total nacional;Murcia, Región de;Enfermería;Tasa de empleo;95,3
Total nacional;Murcia, Región de;Enfermería;Tasa de paro;2,4
Total nacional;Murcia, Región de;Salud (Otros estudios);Tasa de actividad;94,9
Total nacional;Murcia, Región de;Salud (Otros estudios);Tasa de empleo;92,2
Total nacional;Murcia, Región de;Salud (Otros estudios);Tasa de paro;2,9
Total nacional;Murcia, Región de;Servicios sociales;Tasa de actividad;97,8
Total nacional;Murcia, Región de;Servicios sociales;Tasa de empleo;95,6
Total nacional;Murcia, Región de;Servicios sociales;Tasa de paro;2,2
Total nacional;Murcia, Región de;10 - SERVICIOS;Tasa de actividad;84,9
Total nacional;Murcia, Región de;10 - SERVICIOS;Tasa de empleo;77,7
Total nacional;Murcia, Región de;10 - SERVICIOS;Tasa de paro;8,5
Total nacional;Murcia, Región de;Actividades físicas y deportivas;Tasa de actividad;79,6
Total nacional;Murcia, Región de;Actividades físicas y deportivas;Tasa de empleo;72,3
Total nacional;Murcia, Región de;Actividades físicas y deportivas;Tasa de paro;9,2
Total nacional;Murcia, Región de;Viajes, turismo y ocio;Tasa de actividad;94,8
Total nacional;Murcia, Región de;Viajes, turismo y ocio;Tasa de empleo;87,8
Total nacional;Murcia, Región de;Viajes, turismo y ocio;Tasa de paro;7,4
Total nacional;Murcia, Región de;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Murcia, Región de;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Murcia, Región de;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;TOTAL;Tasa de actividad;95,9
Total nacional;Navarra, Comunidad Foral de;TOTAL;Tasa de empleo;90,7
Total nacional;Navarra, Comunidad Foral de;TOTAL;Tasa de paro;5,4
Total nacional;Navarra, Comunidad Foral de;01 - EDUCACIÓN;Tasa de actividad;95,2
Total nacional;Navarra, Comunidad Foral de;01 - EDUCACIÓN;Tasa de empleo;89,3
Total nacional;Navarra, Comunidad Foral de;01 - EDUCACIÓN;Tasa de paro;6,2
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza infantil;Tasa de actividad;92,1
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza infantil;Tasa de empleo;87,7
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza infantil;Tasa de paro;4,8
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza primaria;Tasa de actividad;96,7
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza primaria;Tasa de empleo;89,7
Total nacional;Navarra, Comunidad Foral de;Formación de docentes de enseñanza primaria;Tasa de paro;7,3
Total nacional;Navarra, Comunidad Foral de;Educación (Otros estudios);Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Educación (Otros estudios);Tasa de empleo;100,0
Total nacional;Navarra, Comunidad Foral de;Educación (Otros estudios);Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;02 - ARTES Y HUMANIDADES;Tasa de actividad;91,0
Total nacional;Navarra, Comunidad Foral de;02 - ARTES Y HUMANIDADES;Tasa de empleo;78,6
Total nacional;Navarra, Comunidad Foral de;02 - ARTES Y HUMANIDADES;Tasa de paro;13,7
Total nacional;Navarra, Comunidad Foral de;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;95,0
Total nacional;Navarra, Comunidad Foral de;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;85,0
Total nacional;Navarra, Comunidad Foral de;Técnicas audiovisuales y medios de comunicación;Tasa de paro;10,6
Total nacional;Navarra, Comunidad Foral de;Artes (Otros estudios);Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Artes (Otros estudios);Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Artes (Otros estudios);Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Humanidades;Tasa de actividad;80,7
Total nacional;Navarra, Comunidad Foral de;Humanidades;Tasa de empleo;60,6
Total nacional;Navarra, Comunidad Foral de;Humanidades;Tasa de paro;24,9
Total nacional;Navarra, Comunidad Foral de;Lenguas;Tasa de actividad;.
Total nacional;Navarra, Comunidad Foral de;Lenguas;Tasa de empleo;.
Total nacional;Navarra, Comunidad Foral de;Lenguas;Tasa de paro;.
Total nacional;Navarra, Comunidad Foral de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;92,7
Total nacional;Navarra, Comunidad Foral de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;87,1
Total nacional;Navarra, Comunidad Foral de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;6,1
Total nacional;Navarra, Comunidad Foral de;Economía;Tasa de actividad;97,6
Total nacional;Navarra, Comunidad Foral de;Economía;Tasa de empleo;93,1
Total nacional;Navarra, Comunidad Foral de;Economía;Tasa de paro;4,6
Total nacional;Navarra, Comunidad Foral de;Psicología;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Psicología;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Psicología;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;100,0
Total nacional;Navarra, Comunidad Foral de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Periodismo y documentación;Tasa de actividad;83,3
Total nacional;Navarra, Comunidad Foral de;Periodismo y documentación;Tasa de empleo;73,8
Total nacional;Navarra, Comunidad Foral de;Periodismo y documentación;Tasa de paro;11,4
Total nacional;Navarra, Comunidad Foral de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;92,7
Total nacional;Navarra, Comunidad Foral de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;86,7
Total nacional;Navarra, Comunidad Foral de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;6,5
Total nacional;Navarra, Comunidad Foral de;Dirección y administración;Tasa de actividad;97,2
Total nacional;Navarra, Comunidad Foral de;Dirección y administración;Tasa de empleo;89,7
Total nacional;Navarra, Comunidad Foral de;Dirección y administración;Tasa de paro;7,8
Total nacional;Navarra, Comunidad Foral de;Negocios y administración (Otros estudios);Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Negocios y administración (Otros estudios);Tasa de empleo;100,0
Total nacional;Navarra, Comunidad Foral de;Negocios y administración (Otros estudios);Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Derecho;Tasa de actividad;82,9
Total nacional;Navarra, Comunidad Foral de;Derecho;Tasa de empleo;77,7
Total nacional;Navarra, Comunidad Foral de;Derecho;Tasa de paro;6,2
Total nacional;Navarra, Comunidad Foral de;05 - CIENCIAS;Tasa de actividad;97,7
Total nacional;Navarra, Comunidad Foral de;05 - CIENCIAS;Tasa de empleo;90,4
Total nacional;Navarra, Comunidad Foral de;05 - CIENCIAS;Tasa de paro;7,5
Total nacional;Navarra, Comunidad Foral de;Ciencias de la vida;Tasa de actividad;97,6
Total nacional;Navarra, Comunidad Foral de;Ciencias de la vida;Tasa de empleo;90,0
Total nacional;Navarra, Comunidad Foral de;Ciencias de la vida;Tasa de paro;7,8
Total nacional;Navarra, Comunidad Foral de;Medio ambiente;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Medio ambiente;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Medio ambiente;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Ciencias químicas, físicas y geológicas;Tasa de actividad;.
Total nacional;Navarra, Comunidad Foral de;Ciencias químicas, físicas y geológicas;Tasa de empleo;.
Total nacional;Navarra, Comunidad Foral de;Ciencias químicas, físicas y geológicas;Tasa de paro;.
Total nacional;Navarra, Comunidad Foral de;Matemáticas y estadística;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Matemáticas y estadística;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Matemáticas y estadística;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;06 - INFORMÁTICA;Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;06 - INFORMÁTICA;Tasa de empleo;100,0
Total nacional;Navarra, Comunidad Foral de;06 - INFORMÁTICA;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;97,6
Total nacional;Navarra, Comunidad Foral de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;92,7
Total nacional;Navarra, Comunidad Foral de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;5,0
Total nacional;Navarra, Comunidad Foral de;Ingeniería y profesiones afines;Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Ingeniería y profesiones afines;Tasa de empleo;96,2
Total nacional;Navarra, Comunidad Foral de;Ingeniería y profesiones afines;Tasa de paro;3,8
Total nacional;Navarra, Comunidad Foral de;Industria manufacturera y producción;Tasa de actividad;.
Total nacional;Navarra, Comunidad Foral de;Industria manufacturera y producción;Tasa de empleo;.
Total nacional;Navarra, Comunidad Foral de;Industria manufacturera y producción;Tasa de paro;.
Total nacional;Navarra, Comunidad Foral de;Arquitectura y construcción;Tasa de actividad;91,1
Total nacional;Navarra, Comunidad Foral de;Arquitectura y construcción;Tasa de empleo;83,3
Total nacional;Navarra, Comunidad Foral de;Arquitectura y construcción;Tasa de paro;8,6
Total nacional;Navarra, Comunidad Foral de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;96,9
Total nacional;Navarra, Comunidad Foral de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;3,1
Total nacional;Navarra, Comunidad Foral de;Agricultura y ganadería;Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Agricultura y ganadería;Tasa de empleo;96,9
Total nacional;Navarra, Comunidad Foral de;Agricultura y ganadería;Tasa de paro;3,1
Total nacional;Navarra, Comunidad Foral de;Silvicultura;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Silvicultura;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Silvicultura;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Veterinaria;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Veterinaria;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Veterinaria;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;97,6
Total nacional;Navarra, Comunidad Foral de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;94,2
Total nacional;Navarra, Comunidad Foral de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;3,5
Total nacional;Navarra, Comunidad Foral de;Medicina;Tasa de actividad;100,0
Total nacional;Navarra, Comunidad Foral de;Medicina;Tasa de empleo;95,8
Total nacional;Navarra, Comunidad Foral de;Medicina;Tasa de paro;4,2
Total nacional;Navarra, Comunidad Foral de;Enfermería;Tasa de actividad;96,2
Total nacional;Navarra, Comunidad Foral de;Enfermería;Tasa de empleo;94,4
Total nacional;Navarra, Comunidad Foral de;Enfermería;Tasa de paro;2,0
Total nacional;Navarra, Comunidad Foral de;Salud (Otros estudios);Tasa de actividad;97,7
Total nacional;Navarra, Comunidad Foral de;Salud (Otros estudios);Tasa de empleo;94,6
Total nacional;Navarra, Comunidad Foral de;Salud (Otros estudios);Tasa de paro;3,1
Total nacional;Navarra, Comunidad Foral de;Servicios sociales;Tasa de actividad;96,3
Total nacional;Navarra, Comunidad Foral de;Servicios sociales;Tasa de empleo;88,8
Total nacional;Navarra, Comunidad Foral de;Servicios sociales;Tasa de paro;7,7
Total nacional;Navarra, Comunidad Foral de;10 - SERVICIOS;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;10 - SERVICIOS;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;10 - SERVICIOS;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Actividades físicas y deportivas;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Actividades físicas y deportivas;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Actividades físicas y deportivas;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Viajes, turismo y ocio;Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Viajes, turismo y ocio;Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Viajes, turismo y ocio;Tasa de paro;0,0
Total nacional;Navarra, Comunidad Foral de;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Navarra, Comunidad Foral de;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Navarra, Comunidad Foral de;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;País Vasco;TOTAL;Tasa de actividad;95,2
Total nacional;País Vasco;TOTAL;Tasa de empleo;89,3
Total nacional;País Vasco;TOTAL;Tasa de paro;6,2
Total nacional;País Vasco;01 - EDUCACIÓN;Tasa de actividad;94,8
Total nacional;País Vasco;01 - EDUCACIÓN;Tasa de empleo;85,5
Total nacional;País Vasco;01 - EDUCACIÓN;Tasa de paro;9,9
Total nacional;País Vasco;Formación de docentes de enseñanza infantil;Tasa de actividad;92,0
Total nacional;País Vasco;Formación de docentes de enseñanza infantil;Tasa de empleo;78,9
Total nacional;País Vasco;Formación de docentes de enseñanza infantil;Tasa de paro;14,2
Total nacional;País Vasco;Formación de docentes de enseñanza primaria;Tasa de actividad;96,3
Total nacional;País Vasco;Formación de docentes de enseñanza primaria;Tasa de empleo;88,1
Total nacional;País Vasco;Formación de docentes de enseñanza primaria;Tasa de paro;8,5
Total nacional;País Vasco;Educación (Otros estudios);Tasa de actividad;95,2
Total nacional;País Vasco;Educación (Otros estudios);Tasa de empleo;88,3
Total nacional;País Vasco;Educación (Otros estudios);Tasa de paro;7,2
Total nacional;País Vasco;02 - ARTES Y HUMANIDADES;Tasa de actividad;91,0
Total nacional;País Vasco;02 - ARTES Y HUMANIDADES;Tasa de empleo;84,8
Total nacional;País Vasco;02 - ARTES Y HUMANIDADES;Tasa de paro;6,8
Total nacional;País Vasco;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;96,5
Total nacional;País Vasco;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;87,4
Total nacional;País Vasco;Técnicas audiovisuales y medios de comunicación;Tasa de paro;9,4
Total nacional;País Vasco;Artes (Otros estudios);Tasa de actividad;83,4
Total nacional;País Vasco;Artes (Otros estudios);Tasa de empleo;76,5
Total nacional;País Vasco;Artes (Otros estudios);Tasa de paro;8,2
Total nacional;País Vasco;Humanidades;Tasa de actividad;89,5
Total nacional;País Vasco;Humanidades;Tasa de empleo;84,7
Total nacional;País Vasco;Humanidades;Tasa de paro;5,4
Total nacional;País Vasco;Lenguas;Tasa de actividad;96,5
Total nacional;País Vasco;Lenguas;Tasa de empleo;92,5
Total nacional;País Vasco;Lenguas;Tasa de paro;4,2
Total nacional;País Vasco;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;91,0
Total nacional;País Vasco;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;84,5
Total nacional;País Vasco;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;7,2
Total nacional;País Vasco;Economía;Tasa de actividad;87,5
Total nacional;País Vasco;Economía;Tasa de empleo;87,5
Total nacional;País Vasco;Economía;Tasa de paro;0,0
Total nacional;País Vasco;Psicología;Tasa de actividad;92,3
Total nacional;País Vasco;Psicología;Tasa de empleo;86,3
Total nacional;País Vasco;Psicología;Tasa de paro;6,5
Total nacional;País Vasco;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;81,5
Total nacional;País Vasco;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;76,7
Total nacional;País Vasco;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;6,0
Total nacional;País Vasco;Periodismo y documentación;Tasa de actividad;97,8
Total nacional;País Vasco;Periodismo y documentación;Tasa de empleo;85,7
Total nacional;País Vasco;Periodismo y documentación;Tasa de paro;12,3
Total nacional;País Vasco;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;95,3
Total nacional;País Vasco;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;87,6
Total nacional;País Vasco;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;8,1
Total nacional;País Vasco;Dirección y administración;Tasa de actividad;96,2
Total nacional;País Vasco;Dirección y administración;Tasa de empleo;87,9
Total nacional;País Vasco;Dirección y administración;Tasa de paro;8,7
Total nacional;País Vasco;Negocios y administración (Otros estudios);Tasa de actividad;97,7
Total nacional;País Vasco;Negocios y administración (Otros estudios);Tasa de empleo;91,1
Total nacional;País Vasco;Negocios y administración (Otros estudios);Tasa de paro;6,8
Total nacional;País Vasco;Derecho;Tasa de actividad;92,0
Total nacional;País Vasco;Derecho;Tasa de empleo;85,5
Total nacional;País Vasco;Derecho;Tasa de paro;7,0
Total nacional;País Vasco;05 - CIENCIAS;Tasa de actividad;94,3
Total nacional;País Vasco;05 - CIENCIAS;Tasa de empleo;85,7
Total nacional;País Vasco;05 - CIENCIAS;Tasa de paro;9,1
Total nacional;País Vasco;Ciencias de la vida;Tasa de actividad;94,1
Total nacional;País Vasco;Ciencias de la vida;Tasa de empleo;79,6
Total nacional;País Vasco;Ciencias de la vida;Tasa de paro;15,5
Total nacional;País Vasco;Medio ambiente;Tasa de actividad;96,7
Total nacional;País Vasco;Medio ambiente;Tasa de empleo;93,4
Total nacional;País Vasco;Medio ambiente;Tasa de paro;3,4
Total nacional;País Vasco;Ciencias químicas, físicas y geológicas;Tasa de actividad;95,2
Total nacional;País Vasco;Ciencias químicas, físicas y geológicas;Tasa de empleo;87,5
Total nacional;País Vasco;Ciencias químicas, físicas y geológicas;Tasa de paro;8,0
Total nacional;País Vasco;Matemáticas y estadística;Tasa de actividad;89,5
Total nacional;País Vasco;Matemáticas y estadística;Tasa de empleo;89,5
Total nacional;País Vasco;Matemáticas y estadística;Tasa de paro;0,0
Total nacional;País Vasco;06 - INFORMÁTICA;Tasa de actividad;98,3
Total nacional;País Vasco;06 - INFORMÁTICA;Tasa de empleo;91,6
Total nacional;País Vasco;06 - INFORMÁTICA;Tasa de paro;6,8
Total nacional;País Vasco;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;97,6
Total nacional;País Vasco;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;94,8
Total nacional;País Vasco;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;2,8
Total nacional;País Vasco;Ingeniería y profesiones afines;Tasa de actividad;97,6
Total nacional;País Vasco;Ingeniería y profesiones afines;Tasa de empleo;95,7
Total nacional;País Vasco;Ingeniería y profesiones afines;Tasa de paro;2,0
Total nacional;País Vasco;Industria manufacturera y producción;Tasa de actividad;100,0
Total nacional;País Vasco;Industria manufacturera y producción;Tasa de empleo;87,8
Total nacional;País Vasco;Industria manufacturera y producción;Tasa de paro;12,2
Total nacional;País Vasco;Arquitectura y construcción;Tasa de actividad;96,7
Total nacional;País Vasco;Arquitectura y construcción;Tasa de empleo;92,6
Total nacional;País Vasco;Arquitectura y construcción;Tasa de paro;4,3
Total nacional;País Vasco;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;0,0
Total nacional;País Vasco;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;0,0
Total nacional;País Vasco;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;0,0
Total nacional;País Vasco;Agricultura y ganadería;Tasa de actividad;0,0
Total nacional;País Vasco;Agricultura y ganadería;Tasa de empleo;0,0
Total nacional;País Vasco;Agricultura y ganadería;Tasa de paro;0,0
Total nacional;País Vasco;Silvicultura;Tasa de actividad;0,0
Total nacional;País Vasco;Silvicultura;Tasa de empleo;0,0
Total nacional;País Vasco;Silvicultura;Tasa de paro;0,0
Total nacional;País Vasco;Veterinaria;Tasa de actividad;0,0
Total nacional;País Vasco;Veterinaria;Tasa de empleo;0,0
Total nacional;País Vasco;Veterinaria;Tasa de paro;0,0
Total nacional;País Vasco;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;95,2
Total nacional;País Vasco;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;92,3
Total nacional;País Vasco;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;3,1
Total nacional;País Vasco;Medicina;Tasa de actividad;97,9
Total nacional;País Vasco;Medicina;Tasa de empleo;93,8
Total nacional;País Vasco;Medicina;Tasa de paro;4,2
Total nacional;País Vasco;Enfermería;Tasa de actividad;94,7
Total nacional;País Vasco;Enfermería;Tasa de empleo;94,7
Total nacional;País Vasco;Enfermería;Tasa de paro;0,0
Total nacional;País Vasco;Salud (Otros estudios);Tasa de actividad;96,2
Total nacional;País Vasco;Salud (Otros estudios);Tasa de empleo;89,2
Total nacional;País Vasco;Salud (Otros estudios);Tasa de paro;7,3
Total nacional;País Vasco;Servicios sociales;Tasa de actividad;91,6
Total nacional;País Vasco;Servicios sociales;Tasa de empleo;89,6
Total nacional;País Vasco;Servicios sociales;Tasa de paro;2,3
Total nacional;País Vasco;10 - SERVICIOS;Tasa de actividad;94,7
Total nacional;País Vasco;10 - SERVICIOS;Tasa de empleo;92,8
Total nacional;País Vasco;10 - SERVICIOS;Tasa de paro;2,1
Total nacional;País Vasco;Actividades físicas y deportivas;Tasa de actividad;95,1
Total nacional;País Vasco;Actividades físicas y deportivas;Tasa de empleo;95,1
Total nacional;País Vasco;Actividades físicas y deportivas;Tasa de paro;0,0
Total nacional;País Vasco;Viajes, turismo y ocio;Tasa de actividad;91,4
Total nacional;País Vasco;Viajes, turismo y ocio;Tasa de empleo;88,6
Total nacional;País Vasco;Viajes, turismo y ocio;Tasa de paro;3,0
Total nacional;País Vasco;Servicios (Otros estudios);Tasa de actividad;100,0
Total nacional;País Vasco;Servicios (Otros estudios);Tasa de empleo;86,9
Total nacional;País Vasco;Servicios (Otros estudios);Tasa de paro;13,1
Total nacional;Rioja, La;TOTAL;Tasa de actividad;97,3
Total nacional;Rioja, La;TOTAL;Tasa de empleo;91,9
Total nacional;Rioja, La;TOTAL;Tasa de paro;5,5
Total nacional;Rioja, La;01 - EDUCACIÓN;Tasa de actividad;98,0
Total nacional;Rioja, La;01 - EDUCACIÓN;Tasa de empleo;92,7
